url	nama	harga	jenis	address	aircon	free_wifi	kamar_mandi_dalam	fasilitas_kamar	fasilitas_kost
https://www.sewakost.com/jakarta/selatan/kost-exclusive-tb-simatupang-urbanest-inn-house-48861.html	Kost Exclusive TB Simatupang - Urbanest Inn House	Rp 3.500.000	Kost Campur	Jl. Villa Jatipadang No. 52, RT 3/ RW 8, Jatipadang, Kec. Ps. Minggu, Jakarta Selatan, 12540	Ya	Ya	Ya	['Spring Bed', 'Perabot', 'Free WiFi', 'AC', 'TV', 'Kulkas', 'Kamar Mandi Dalam', 'Pemanas Air (Water Heater)']	['Ruang Tamu', 'Ruang Makan', 'Dapur', 'Air Minum', 'Cuci Setrika', 'Mesin Cuci (Cuci Sendiri)', 'Pembantu', 'Keamanan', 'Parkir Motor', 'Parkir Mobil']
https://www.sewakost.com/jakarta/selatan/kost-exclusive-setiabudi-sunrise-house-48860.html	Kost Exclusive Setiabudi - Sunrise House	Rp 3.500.000	Kost Campur	Jl. Setiabudi VI No.45, RT.3/RW.3, Kuningan, Setia Budi, South Jakarta City, Jakarta 12910	Ya	Ya	Ya	['Spring Bed', 'Perabot', 'Free WiFi', 'AC', 'Kulkas', 'Kamar Mandi Dalam', 'Pemanas Air (Water Heater)']	['Ruang Makan', 'Dapur', 'Air Minum', 'Cuci Setrika', 'Pembantu', 'Keamanan', 'Parkir Motor']
https://www.sewakost.com/jakarta/selatan/kost-selatan-nyaman-48857.html	Kost Selatan Nyaman	Rp 2.100.000	Kost Campur	JL.Cileduk Raya no.11A , Kelurahan Ulujami, Kecamatan Pesangrahan Jakarta Selatan. (100 meter dari ITC Cipulir).	Ya	Ya	Ya	['Spring Bed', 'AC', 'Kamar Mandi Dalam']	['Ruang Tamu', 'Ruang Makan', 'Dapur', 'Air Minum', 'Mesin Cuci (Cuci Sendiri)', 'Parkir Mobil']
https://www.sewakost.com/jakarta/selatan/kost-rumah-kebun-48793.html	Kost Rumah kebun	Rp 2.100.000	Kost Campur	Cipulir Raya (samping Kampus BSI) Sebrang kantor Pajak Kebayoran Lama.	Ya	Ya	Ya	['Spring Bed', 'Free WiFi', 'AC', 'Kamar Mandi Dalam']	['Ruang Tamu', 'Ruang Makan', 'Dapur', 'Air Minum', 'Mesin Cuci (Cuci Sendiri)', 'Parkir Motor', 'Parkir Mobil']
https://www.sewakost.com/jakarta/selatan/kosan-murah-di-jakarta-selatan-free-wifi-48747.html	Kosan Murah di Jakarta Selatan Free WiFi	Rp 1.000.000	Kost Campur	Jalan Kebagusan Raya Gg asem RT 09 RW 07 No 8 Kebagusan Pasar Minggu Jakarta Selatan DKI Jakarta	Tidak	Ya	Ya	['Free WiFi', 'Kamar Mandi Dalam']	['Dapur', 'Keamanan', 'Parkir Motor']
https://www.sewakost.com/jakarta/selatan/terima-kost-dekat-perkantoran-sudirman-dan-kuningan-48711.html	Terima kost dekat perkantoran sudirman dan kuningan	Rp 1.700.000	Kost Campur	Jl. Setiabudi Jakarta Selatan	Ya	Ya	Ya	['Spring Bed', 'Perabot', 'Free WiFi', 'AC', 'Kamar Mandi Dalam']	['Cuci Setrika', 'Parkir Motor']
https://www.sewakost.com/jakarta/selatan/sewakost-murah-di-jakarta-selatan-48688.html	SEWAKOST MURAH DI JAKARTA SELATAN 	Rp 1.600.000	Kost Campur	Jalan. Kemandoran VII No. 3 ( Gang sebelah dealer Daihatsu )	Tidak	Ya	Ya	['Spring Bed', 'Perabot', 'Free WiFi', 'Kulkas', 'Kamar Mandi Dalam']	['Dapur', 'Air Minum', 'Cuci Setrika', 'Pembantu', 'Parkir Motor', 'Parkir Mobil']
https://www.sewakost.com/jakarta/selatan/kost-pelita-48234.html	Kost Pelita	Rp 5.000.000	Kost Campur	jl. bunga kenanga no. 24	Ya	Ya	Ya	['Spring Bed', 'Perabot', 'Free WiFi', 'AC', 'Kamar Mandi Dalam', 'Pemanas Air (Water Heater)']	['Ruang Tamu', 'Televisi', 'Ruang Makan', 'Dapur', 'Air Minum', 'Mesin Cuci (Cuci Sendiri)', 'Parkir Motor', 'Parkir Mobil']
https://www.sewakost.com/jakarta/selatan/kosan-murah-tapi-nyaman-48538.html	KOSAN MURAH TAPI NYAMAN	Rp 2.200.000	Kost Campur	jl. kebayoran baru no 85	Ya	Ya	Ya	['Perabot', 'Free WiFi', 'AC', 'TV', 'Kulkas', 'Kamar Mandi Dalam', 'Pemanas Air (Water Heater)']	['Televisi', 'Ruang Makan', 'Dapur', 'Air Minum', 'Cuci Setrika', 'Mesin Cuci (Cuci Sendiri)', 'Pembantu', 'Keamanan', 'Parkir Motor', 'Parkir Mobil']
https://www.sewakost.com/jakarta/selatan/indekos-elite-dalam-cluster-full-furnish-29353.html	INDEKOS ELITE DALAM CLUSTER FULL FURNISH	 3.000.000							
https://www.sewakost.com/jakarta/selatan/yoshie-kost-23549.html	Yoshie Kost	Rp 1.600.000	Kost Putri	Jalan keselamatan no.  3 rt 007/02 kel manggarai selatan kec Tebet Jakarta Selatan	Ya	Ya	Ya	['Perabot', 'Free WiFi', 'AC', 'Kamar Mandi Dalam']	['Dapur', 'Keamanan', 'Parkir Motor']
https://www.sewakost.com/jakarta/selatan/griya-randi-kost-khusus-wanita-48404.html	GRIYA RANDI (kost khusus wanita)	Rp 2.250.000	Kost Putri	komplek MPR Jln Flamboyan no B 17 cilandak barat Jkt selatan (ancer2 : 1,5 km belakang citos)	Ya	Ya	Ya	['Spring Bed', 'Perabot', 'Free WiFi', 'AC', 'TV', 'Kulkas', 'Kamar Mandi Dalam', 'Pemanas Air (Water Heater)']	['Ruang Tamu', 'Televisi', 'Ruang Makan', 'Dapur', 'Air Minum', 'Cuci Setrika', 'Mesin Cuci (Cuci Sendiri)', 'Pembantu', 'Parkir Mobil']
https://www.sewakost.com/jakarta/selatan/kamar-kost-modern-minimalis-guntur-rasuna-said-jaksel-48397.html	kamar kost modern minimalis, guntur, rasuna said, jaksel	Rp 3.000.000	Kost Campur	jl. muria ujung no 45, psar manggis, setiabudi jakarta 12970	Ya	Ya	Ya	['Spring Bed', 'Perabot', 'Free WiFi', 'AC', 'Kamar Mandi Dalam', 'Pemanas Air (Water Heater)']	['Ruang Tamu', 'Ruang Makan', 'Dapur', 'Air Minum', 'Pembantu', 'Keamanan', 'Parkir Motor', 'Parkir Mobil']
https://www.sewakost.com/jakarta/selatan/kamar-kost-baru-modern-minimalis-guntur-rasuna-said-jaksel-48396.html	kamar kost baru modern minimalis, guntur, rasuna said, jaksel	Rp 2.500.000	Kost Campur	jl muria tanjakan gg c2 no 1, pasar manggis, setiabudi, jakarta	Ya	Ya	Ya	['Spring Bed', 'Perabot', 'Free WiFi', 'AC', 'Kamar Mandi Dalam', 'Pemanas Air (Water Heater)']	['Dapur', 'Air Minum', 'Pembantu', 'Keamanan', 'Parkir Motor']
https://www.sewakost.com/jakarta/selatan/kamar-kos-dekat-darmawangsa-amp-ptik-48358.html	Kamar Kos dekat Darmawangsa & PTIK	Rp 3.500.000	Kost Campur	jl nipah 3 no 2, petogogan, kebayoran baru, jakarta selatan	Ya	Ya	Ya	['Spring Bed', 'Perabot', 'Free WiFi', 'AC', 'TV', 'Kamar Mandi Dalam', 'Pemanas Air (Water Heater)']	['Ruang Tamu', 'Dapur', 'Air Minum', 'Cuci Setrika', 'Mesin Cuci (Cuci Sendiri)', 'Parkir Motor', 'Parkir Mobil']
https://www.sewakost.com/jakarta/selatan/kost-lankosan21-jakarta-selatan-48346.html	KOST LANKOSAN21 JAKARTA SELATAN	Rp 1.000.000	Kost Campur	Jl. Pancoran Barat IV E No.13, RT.8/RW.1, Pancoran, Kec. Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12780	Tidak	Ya	Ya	['Spring Bed', 'Perabot', 'Free WiFi', 'TV', 'Kamar Mandi Dalam']	['Ruang Tamu', 'Dapur', 'Air Minum', 'Cuci Setrika', 'Parkir Motor']
https://www.sewakost.com/jakarta/selatan/terima-kost-putra-48311.html	Terima Kost Putra	Rp 650.000	Kost Putra	Jl. Ps. Inpres No.38, RT.12/RW.3, Gandaria Utara, Kec. Kby. Baru, Kota Jakarta Selatan	Tidak	Tidak	Tidak	['Spring Bed']	['Parkir Motor']
https://www.sewakost.com/jakarta/selatan/kost-ibu-ade-mampang-prapatan-jakarta-selatan-28974.html	KOST IBU ADE - Mampang Prapatan Jakarta Selatan	Rp 1.500.000	Kost Campur	Jl. Mampang Prapatan VII No.12 Tegal Parang Jakarta Selatan	Ya	Ya	Ya	[]	[]
https://www.sewakost.com/jakarta/selatan/kost-karyawati-jl-sungai-sambas-4-kebayoran-baru-jaksel-48147.html	Kost Karyawati Jl. Sungai Sambas 4, Kebayoran Baru, Jaksel	Rp 2.000.000	Kost Putri	Jl. Sungai Sambas 4 No.10, Kebayoran Baru, Jakarta Selatan	Ya	Ya	Tidak	['Spring Bed', 'Perabot', 'Free WiFi', 'AC']	['Ruang Tamu', 'Dapur', 'Parkir Motor']
https://www.sewakost.com/jakarta/selatan/kost-jak-sel-murah-48141.html	KOST JAK-SEL MURAH	Rp 2.000.000	Kost Campur	Jl Petogogan 2 no 5a	Ya	Ya	Ya	['Spring Bed', 'Free WiFi', 'AC', 'Kamar Mandi Dalam', 'Pemanas Air (Water Heater)']	['Ruang Makan', 'Dapur', 'Air Minum', 'Cuci Setrika', 'Pembantu', 'Keamanan', 'Parkir Motor']
https://www.sewakost.com/jakarta/selatan/kost-“bungur-7”-residence-48102.html	Kost “Bungur 7” Residence	Rp 2.300.000	Kost Campur	Jl. Bungur 1 no.7 Rt.003 Rw.001 Kebayoran Lama Jakarta Selatan	Ya	Ya	Ya	['Spring Bed', 'Perabot', 'Free WiFi', 'AC', 'TV', 'Kamar Mandi Dalam', 'Pemanas Air (Water Heater)']	['Ruang Tamu', 'Dapur', 'Cuci Setrika', 'Pembantu', 'Keamanan', 'Parkir Motor', 'Parkir Mobil']
https://www.sewakost.com/jakarta/selatan/kost-setiabudi-f7-48100.html	KOST SETIABUDI F7	Rp 2.350.000	Kost Campur	Jalan Taman Setiabudi 1 Gang F no. 7 Rt.02 Rw 02  Kecamatan : Setiabudi  Kelurahan : Setiabudi  Jakarta Selatan 12910 (Lokasinya dekat Sman 3 setiabudi atau Mesjid, di seberang mesjid ada Gang F, Masuk gang tu sekitar 100 mete, Sudah myampe)	Ya	Ya	Ya	['Spring Bed', 'Perabot', 'Free WiFi', 'AC', 'Kamar Mandi Dalam', 'Pemanas Air (Water Heater)']	['Ruang Tamu', 'Televisi', 'Ruang Makan', 'Dapur', 'Air Minum', 'Cuci Setrika', 'Parkir Motor']
https://www.sewakost.com/jakarta/selatan/kontrakan-cilandak-48069.html	Kontrakan Cilandak	Rp 1.300	Kost Campur	jalan cilandak tengah 1 no 17 rt 06 rw 01	Tidak	Tidak	Ya	[]	['Ruang Tamu', 'Dapur', 'Keamanan', 'Parkir Motor']
https://www.sewakost.com/jakarta/selatan/kost-disewakan-kost-putri-radio-dalam-kamboja-diskon-masa-cov19-40-50-info-lengkap-https-48068.html	KOST DISEWAKAN: Kost Putri Radio Dalam Kamboja ## Diskon Masa Cov19 40-50% ##  Info lengkap: https:/	Rp 1.200.000	Kost Putri	Gg.Musholla, Jl.Kamboja Radio Dalam JakSel	Ya	Ya	Ya	['Perabot', 'AC', 'Kamar Mandi Dalam']	['Ruang Tamu', 'Televisi', 'Ruang Makan', 'Dapur', 'Air Minum', 'Mesin Cuci (Cuci Sendiri)', 'Keamanan']
https://www.sewakost.com/jakarta/selatan/kost-pasutri-dekat-mall-kota-kasablanka-saharjo-kuningan-47977.html	Kost Pasutri dekat mall Kota Kasablanka, Saharjo, Kuningan	Rp 3.500.000	Kost Pasutri	House of Berlian, Jl. Makmur Raya No. 24 - Saharjo, Jakarta Selatan 12960	Ya	Tidak	Ya	['Spring Bed', 'Perabot', 'Free WiFi', 'AC', 'Kamar Mandi Dalam']	['Ruang Tamu', 'Keamanan', 'Parkir Motor']
https://www.sewakost.com/jakarta/selatan/kost-wanita-dekat-mall-kota-kasablanka-saharjo-kuningan-47975.html	Kost Wanita dekat mall Kota Kasablanka, Saharjo, Kuningan	Rp 2.500.000	Kost Putri	House of Berlian, Jl. Makmur Raya No. 24 - Saharjo, Jakarta Selatan 12960	Ya	Tidak	Tidak	['Spring Bed', 'Perabot', 'Free WiFi', 'AC', 'Kulkas']	['Ruang Tamu', 'Ruang Makan', 'Keamanan', 'Parkir Motor']
https://www.sewakost.com/jakarta/selatan/kost-premium-didaerah-kuningan-menteng-dan-sudirman-17243.html	Kost Premium didaerah Kuningan, Menteng dan sudirman	Rp 2.250.000	Kost Campur	Jl. Menteng Wadas X no.9 RT 006/001 Kel. Ps. Manggis Kec. Setiabudi Jak sel	Ya	Ya	Ya	['Spring Bed', 'Perabot', 'Free WiFi', 'AC', 'TV', 'Kamar Mandi Dalam', 'Pemanas Air (Water Heater)']	['Ruang Tamu', 'Televisi', 'Ruang Makan', 'Dapur', 'Air Minum', 'Cuci Setrika', 'Pembantu', 'Keamanan', 'Parkir Motor']
https://www.sewakost.com/jakarta/selatan/kost-f7-setiabudi-47902.html	Kost F7 Setiabudi	Rp 2.350.000	Kost Campur	Jalan Taman Setia Budi 1 Gang F no 7	Ya	Ya	Ya	['Spring Bed', 'Perabot', 'Free WiFi', 'AC', 'TV', 'Kamar Mandi Dalam', 'Pemanas Air (Water Heater)']	['Ruang Tamu', 'Televisi', 'Ruang Makan', 'Dapur', 'Air Minum', 'Cuci Setrika', 'Pembantu', 'Parkir Motor']
https://www.sewakost.com/jakarta/selatan/eng’s-kost-eksklusif-jakarta-selatan-47730.html	Eng’s Kost Eksklusif Jakarta Selatan	Rp 2.000.000	Kost Campur	Jl. Damai Buntu No.7E Cipete Utara Jakarta Selatan 12150	Ya	Ya	Ya	['Spring Bed', 'Free WiFi', 'AC', 'Kamar Mandi Dalam']	['Ruang Tamu', 'Televisi', 'Air Minum', 'Keamanan', 'Parkir Motor', 'Parkir Mobil']
https://www.sewakost.com/jakarta/selatan/kost-griya-baiti-jannati-47718.html	KOST GRIYA BAITI JANNATI	Rp 900.000	Kost Campur	JL. KALIBATA UTARA V RT.008/02 NO. 16 PANCORAN JAKARTA SELATAN	Ya	Ya	Ya	['Spring Bed', 'Perabot', 'Free WiFi', 'Kamar Mandi Dalam']	['Ruang Tamu', 'Ruang Makan', 'Dapur', 'Keamanan', 'Parkir Motor']
https://www.sewakost.com/jakarta/selatan/kost-murah-setiabudi-47703.html	KOST MURAH SETIABUDI	Rp 1.100.000	Kost Putra	Jl Batu Raya I No. 8	Ya	Tidak	Tidak	['Spring Bed', 'AC']	['Parkir Motor']
https://www.sewakost.com/jakarta/selatan/kost-22-khusus-putri-mampang-prapatan-xi-bangunan-baru-th-2021-47476.html	Kost-22 Khusus Putri : Mampang Prapatan XI (Bangunan Baru th 2021))	Rp 1.300.000	Kost Putri	Kost-22 Jl. Mampang Prapatan XI ujung No.22 Rt007/04 (lokasi pinggir jalan tidak jauh dari Kantor Lurah Tegal Parang dan Mushola Nurul Yaqin)	Ya	Ya	Ya	['Spring Bed', 'Perabot', 'AC', 'Kamar Mandi Dalam']	['Dapur', 'Cuci Setrika', 'Keamanan', 'Parkir Motor']
https://www.sewakost.com/jakarta/selatan/d-quot-orange-jurangmangu-27518.html	"d""orange@jurangmangu"	Rp 800.000	Kost Campur	jl.Kalimongso RT02/RW01,jurangmangu tangsel	Ya	Ya	Ya	['AC', 'TV', 'Kamar Mandi Dalam']	['Parkir Motor']
https://www.sewakost.com/jakarta/selatan/kamar-di-koskan-didaerah-kebayoran-baru-dekat-ke-jl-sudirman-47364.html	kamar di koskan didaerah kebayoran baru (dekat ke jl sudirman)	Rp 1.500.000	Kost Campur	Jl.cipaku 1 kebayoran baru jakarta selatan	Ya	Tidak	Ya	['Spring Bed', 'AC', 'Kamar Mandi Dalam']	[]
https://www.sewakost.com/jakarta/selatan/kost-belakang-kokas-makmur-3-no-13-menteng-atas-setia-budi-jakarta-selatan-47343.html	Kost Belakang Kokas - Makmur 3 No 13 Menteng Atas, Setia Budi, Jakarta Selatan	Rp 1.700.000	Kost Putri	Jalan Makmur 3 no. 13 RT 08/08, kel. Menteng Atas, kec. Setiabudi, Jakarta Selatan	Ya	Ya	Ya	['Spring Bed', 'Free WiFi', 'AC', 'Kamar Mandi Dalam']	['Ruang Tamu', 'Dapur', 'Mesin Cuci (Cuci Sendiri)', 'Parkir Motor']
https://www.sewakost.com/jakarta/selatan/kost-hstudio-deluxe-tendean-mampang-prapatan-46828.html	Kost Hstudio Deluxe Tendean Mampang Prapatan	Rp 4.000.000	Kost Campur	Jl. Wijayakarta Raya No.2A, Kuningan Barat, Mampang, Jakarta Selatan 12710	Ya	Ya	Ya	['Spring Bed', 'Perabot', 'Free WiFi', 'AC', 'TV', 'Kamar Mandi Dalam', 'Pemanas Air (Water Heater)']	['Ruang Tamu', 'Televisi', 'Ruang Makan', 'Dapur', 'Air Minum', 'Pembantu', 'Keamanan', 'Parkir Motor', 'Parkir Mobil']
https://www.sewakost.com/jakarta/selatan/fiar-kost-pasar-minggu-jak-sel-46905.html	FIAR Kost Pasar Minggu Jak-Sel	Rp 800.000	Kost Campur	Jl Siaga 1C No. 21A RT 004 RW 003 Kel. Pejaten Barat Kec. Pasar Minggu Jakarta Selatan DKI Jakarta 12510	Tidak	Tidak	Ya	['Kamar Mandi Dalam']	['Parkir Motor']
https://www.sewakost.com/jakarta/selatan/kost-anha-kebagusan-46845.html	Kost Anha Kebagusan	Rp 1.500.000	Kost Campur	Jl. Sepat Buntu No.5B, RT.7/RW.2, Kebagusan, Kec. Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12520	Ya	Ya	Ya	['Spring Bed', 'Perabot', 'Free WiFi', 'AC', 'Kamar Mandi Dalam']	['Ruang Tamu', 'Dapur', 'Parkir Motor']
https://www.sewakost.com/jakarta/selatan/promo-pandemi-kost-karyawan-pria-wanita-jakarta-selatan-46770.html	(Promo pandemi) Kost Karyawan Pria/Wanita Jakarta Selatan 	Rp 1.800.000	Kost Campur	Jl. Damai Buntu no 41 RT 12/01 Cipete Utara Kebayoran Baru Jakarta Selatan	Ya	Ya	Ya	['Perabot', 'Free WiFi', 'AC', 'Kulkas', 'Kamar Mandi Dalam']	['Air Minum', 'Parkir Motor']
https://www.sewakost.com/jakarta/selatan/kost-pertani-12-46732.html	Kost Pertani 12 	Rp 950.000	Kost Campur	Jl. Pertani gang 1 No. 12A Pancoran, Duren Tiga	Tidak	Ya	Ya	['Spring Bed', 'Kamar Mandi Dalam']	['Parkir Motor']
https://www.sewakost.com/jakarta/selatan/kost-warung-beni-bintaro-46639.html	Kost Warung Beni Bintaro	Rp 1.100.000	Kost Campur	Jl. H. Salim No.15, RT.8/RW.6, Bintaro, Kec. Pesanggrahan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12330	Tidak	Ya	Ya	['Spring Bed', 'Kamar Mandi Dalam']	['Keamanan', 'Parkir Motor']
https://www.sewakost.com/jakarta/selatan/kost-di-jagakarsa-46618.html	kost di Jagakarsa	Rp 900.000	Kost Campur	JL Brigif II no 71, Jagakarsa Jakarta Selatan	Tidak	Tidak	Ya	['Kamar Mandi Dalam']	['Dapur', 'Parkir Motor', 'Parkir Mobil']
https://www.sewakost.com/jakarta/selatan/kost-premium-dan-nyaman-dakat-dengan-pejaten-village-cove-pejaten-46583.html	Kost Premium dan Nyaman dakat dengan Pejaten Village: Cove Pejaten	Rp 4.300.000	Kost Campur	Jl. Warga Baru No.5, RT.17/RW.3, Pejaten Bar., Kec. Ps. Minggu Kota Jakarta Selatan 12510	Ya	Ya	Ya	['Spring Bed', 'Perabot', 'Free WiFi', 'AC', 'TV', 'Kulkas', 'Kamar Mandi Dalam', 'Pemanas Air (Water Heater)']	['Ruang Tamu', 'Ruang Makan', 'Dapur', 'Air Minum', 'Mesin Cuci (Cuci Sendiri)', 'Pembantu', 'Keamanan', 'Parkir Motor', 'Parkir Mobil']
https://www.sewakost.com/jakarta/selatan/kost-gudang-peluru-raya-46286.html	Kost gudang peluru raya	Rp 1.650.000	Kost Campur	Gudang peluru raya blok H no 189 Tebet	Ya	Ya	Ya	['Spring Bed', 'Free WiFi', 'AC', 'Kamar Mandi Dalam']	['Ruang Tamu', 'Televisi', 'Dapur', 'Air Minum', 'Cuci Setrika', 'Keamanan', 'Parkir Motor']
https://www.sewakost.com/jakarta/selatan/gs-kost-kebayoran-lama-jakarta-selatan-45945.html	GS Kost Kebayoran Lama Jakarta Selatan	Rp 950.000	Kost Campur	jl. AA no.12 rt.011/rw.004, samping musholla al amin,pos pengumben jakarta	Ya	Tidak	Ya	['Spring Bed', 'Perabot', 'AC', 'Kamar Mandi Dalam']	['Dapur', 'Pembantu', 'Keamanan', 'Parkir Motor', 'Parkir Mobil']
https://www.sewakost.com/jakarta/selatan/kost-putri-kalibata-lokasi-strategies-15m-dari-jl-raya-pasar-minggu-45941.html	Kost Putri Kalibata, lokasi Strategies 15m dari Jl Raya Pasar Minggu	Rp 900.000	Kost Putri	Jl kalibata utara 1 no 7, Pancoran, Jakarta Selatan	Tidak	Tidak	Tidak	['Spring Bed', 'Perabot']	['Ruang Tamu', 'Ruang Makan', 'Dapur', 'Cuci Setrika', 'Pembantu', 'Parkir Motor', 'Parkir Mobil']
https://www.sewakost.com/jakarta/selatan/kost-samidi-jalan-bangka-2-b-45850.html	Kost Samidi Jalan Bangka 2 B	Rp 1.000.000	Kost Putri	Jl Banfka	Tidak	Tidak	Tidak	[]	[]
https://www.sewakost.com/jakarta/selatan/kost-murah-khusus-putri-50-meter-samping-mall-kota-kasablanka-jakarta-selatan-45751.html	Kost  MURAH khusus Putri 50 meter samping Mall Kota Kasablanka Jakarta Selatan 	Rp 1.500.000	Kost Putri	Jl. Menteng Pulo II Gg. IX No.7 , Menteng Dalam, Tebet	Ya	Tidak	Ya	['Perabot', 'AC', 'Kamar Mandi Dalam']	['Dapur', 'Keamanan', 'Parkir Motor']
https://www.sewakost.com/jakarta/selatan/new-cheetah-residence-guest-house-kos-45714.html	New Cheetah Residence Guest House/Kos	Rp 3.000.000	Kost Campur	Jl. Guru Mughni no. 10, Karet Semanggi, Setiabudi, Jakarta Selatan 12930	Ya	Ya	Ya	['Spring Bed', 'Perabot', 'Free WiFi', 'AC', 'TV', 'Kulkas', 'Kamar Mandi Dalam', 'Pemanas Air (Water Heater)']	['Ruang Tamu', 'Televisi', 'Ruang Makan', 'Dapur', 'Air Minum', 'Cuci Setrika', 'Pembantu', 'Keamanan', 'Parkir Motor', 'Parkir Mobil']
https://www.sewakost.com/jakarta/selatan/kost-eksklusif-murah-dekat-pondok-indah-45560.html	Kost Eksklusif Murah Dekat Pondok Indah	Rp 2.000.000	Kost Campur	Jl Haji Raya, Jakarta Selatan	Ya	Ya	Ya	['Spring Bed', 'Perabot', 'Free WiFi', 'AC', 'Kulkas', 'Kamar Mandi Dalam', 'Pemanas Air (Water Heater)']	['Ruang Makan', 'Dapur', 'Pembantu', 'Keamanan', 'Parkir Motor']
https://www.sewakost.com/jakarta/selatan/kos-umi-jalan-bangka-ii-a-45610.html	Kos Umi (Jalan Bangka II A)	Rp 1.550.000	Kost Campur	Jalan Bangka 2 A, Pelamampang	Ya	Ya	Ya	['Perabot', 'Free WiFi', 'AC', 'Kamar Mandi Dalam']	['Ruang Tamu', 'Air Minum', 'Pembantu', 'Parkir Motor']
https://www.sewakost.com/jakarta/selatan/kost-yang-nyaman-dan-aman-45593.html	Kost yang nyaman dan aman	Rp 1.500.000	Kost Campur	Jalan Rusa I No. 25, Manggarai Selatan, Tebet	Ya	Ya	Ya	['Spring Bed', 'Free WiFi', 'AC', 'Kamar Mandi Dalam']	['Dapur', 'Parkir Motor']
https://www.sewakost.com/jakarta/selatan/kost-tata-yumi-radio-dalam-jakarta-selatan-45415.html	Kost Tata Yumi Radio Dalam Jakarta Selatan	Rp 3.500.000	Kost Campur	Jalan Lobak III No 8, Kel Pulo, Kec Kebayoran Baru. Jakarta Selatan	Ya	Ya	Ya	['Spring Bed', 'Perabot', 'Free WiFi', 'AC', 'TV', 'Kamar Mandi Dalam', 'Pemanas Air (Water Heater)']	['Ruang Tamu', 'Dapur', 'Cuci Setrika', 'Keamanan', 'Parkir Motor', 'Parkir Mobil']
https://www.sewakost.com/jakarta/selatan/kost-pinnus-cipete-jakarta-selatan-dekat-mrt-cipete-raya-45417.html	Kost Pinnus Cipete Jakarta Selatan dekat MRT Cipete Raya	Rp 3.500.000	Kost Campur	Jalan Kirai No 6 , RT 08/RW 01, Cipete Utara, Kebayoran Baru, Jakarta Selatan	Ya	Ya	Ya	['Spring Bed', 'Free WiFi', 'AC', 'TV', 'Kamar Mandi Dalam', 'Pemanas Air (Water Heater)']	['Ruang Tamu', 'Dapur', 'Cuci Setrika', 'Keamanan', 'Parkir Motor', 'Parkir Mobil']
https://www.sewakost.com/jakarta/selatan/rukita-d-teras-bintaro-45418.html	Rukita D'Teras Bintaro	Rp 2.350.000	Kost Campur	Jl. RC. Veteran Raya No.8C, RT.3/RW.1, Bintaro, Kec. Pesanggrahan, Jakarta Selatan	Ya	Ya	Ya	['Spring Bed', 'Free WiFi', 'AC', 'TV', 'Kamar Mandi Dalam', 'Pemanas Air (Water Heater)']	['Ruang Tamu', 'Ruang Makan', 'Dapur', 'Cuci Setrika', 'Parkir Motor', 'Parkir Mobil']
https://www.sewakost.com/jakarta/selatan/kost-verde-kuningan-dekat-dengan-plaza-festival-45420.html	Kost Verde Kuningan dekat dengan Plaza Festival	Rp 2.500.000	Kost Campur	Jalan Karet Pedurenan Masjid 5 No 28. Kuningan. Jakarta Selatan	Ya	Ya	Ya	['Spring Bed', 'Free WiFi', 'AC', 'TV', 'Kamar Mandi Dalam', 'Pemanas Air (Water Heater)']	['Ruang Tamu', 'Ruang Makan', 'Dapur', 'Cuci Setrika', 'Parkir Motor', 'Parkir Mobil']
https://www.sewakost.com/jakarta/selatan/kost-ayama-pesanggrahan-dekat-gandaria-city-45421.html	Kost Ayama Pesanggrahan dekat Gandaria City	Rp 2.500.000	Kost Campur	Jalan Perdatam 3 No 10, RT 8/ RW 05. Kel Ulujami, Kec Pesanggrahan. Jakarta Selatan	Ya	Ya	Ya	['Spring Bed', 'Free WiFi', 'AC', 'TV', 'Kamar Mandi Dalam', 'Pemanas Air (Water Heater)']	['Ruang Tamu', 'Ruang Makan', 'Cuci Setrika', 'Parkir Motor', 'Parkir Mobil']
https://www.sewakost.com/jakarta/selatan/kost-rume-betawi-45480.html	Kost Rume Betawi	Rp 2.200.000	Kost Putri	Jl.Panjang Komplek Lemigas blok A4, Cipulir, Jakarta Selatan	Ya	Ya	Ya	['Spring Bed', 'Perabot', 'Free WiFi', 'AC', 'Kamar Mandi Dalam', 'Pemanas Air (Water Heater)']	['Ruang Tamu', 'Televisi', 'Ruang Makan', 'Dapur', 'Mesin Cuci (Cuci Sendiri)', 'Parkir Motor']
https://www.sewakost.com/jakarta/selatan/kost-putri-mujair-2-pasar-minggu-45456.html	Kost Putri Mujair 2,Pasar Minggu	Rp 1.300.000	Kost Putri	Jalan Mujair 2 jati padang,pasar minggu	Ya	Ya	Ya	['Spring Bed', 'Perabot', 'Free WiFi', 'AC', 'Kamar Mandi Dalam']	['Ruang Tamu', 'Keamanan', 'Parkir Motor']
https://www.sewakost.com/jakarta/selatan/kost-putra-tanjung-barat-45428.html	Kost putra tanjung barat	Rp 550.000	Kost Putra	Japan haji Alwi rt 04 RW 01 no. 40, tanjung barat, jagakarsa, jaksel	Tidak	Tidak	Ya	['Kamar Mandi Dalam']	['Parkir Motor']
